FOKONTANY_;COMMUNE_NA
Manolotiana;Ampefy
Ambalavao;Ampefy
Avaratriniavo;Ampefy
Ambohitrakanga;Ampefy
Fikambanantsoa;Ampefy
Ampefindradama;Ampefy
Mahazoarivo;Ampefy
Atalata Vaovao;Ampefy
Avarabohitra;Ampefy
Faliarivo;Ampefy
Miadanandriana;Ampefy
Ampisokina;Ampisokina
Andonaka;Ampisokina
Andratambe;Ampisokina
Antsirabolo;Ampisokina
Ambinanitsangana;Ampisokina
Mahasoa;Ampisokina
Amboasary;Ampitana
Idimby;Ampitana
Andoharondra;Ampitana
Soafandry;Ampitana
Vatositry;Ampitana
Ampitana;Ampitana
Andohasoamahainty;Ampitana
Ambalavola;Ampitana
Ambohipamonjy;Ampitatafika
Avaratetezana;Ampitatafika
Ampitatafika Vaovao;Ampitatafika
Atsimombohitra;Ampitatafika
Ambodiafontsy;Ampitatafika
Malaza;Ampitatafika
Faliarivo;Ampitatafika
Ankaditany;Ampitatafika
Ambohimangidy;Ampitatafika
Ambohibary;Ampitatafika
Ambohimahitsy;Ampitatafika
Ambodizozoro;Ampitatafika
Soavimbahoaka;Ampitatafika
Amboafotsy;Ampitatafika
Ambatoasana;Ampitatafika
Morarano;Ampitatafika
Ambonivary;Ampitatafika
Antoby Tsaramandroso;Ampitatafika
Amboniandrefana;Ampitatafika
Ambohimandroso Atsimo;Ampitatafika
Tsarahonenana;Ampitatafika
Masoandro;Ampitatafika
Amorona Fierenana;Ampitatafika
Ampitatafika;Ampitatafika
Ambohitsarabe;Ampitatafika
Tsimahabeharona;Ampitatafika
Amboalefoka;Ampitatafika
Ampitatsimo;Ampitatsimo
Ambohimena;Ampitatsimo
Ambonivohitra;Ampitatsimo
Ampahatra;Ampitatsimo
Ambohiboatavo;Ampitatsimo
Marofinaritra;Ampohibe
Ambodivoangibe;Ampohibe
Antsirabato;Ampohibe
Mahatsara;Ampohibe
Tanambao Ambolo;Ampohibe
Ampohibe;Ampohibe
Ambolo;Ampohibe
Namohana;Ampohibe
Tanandava;Ampohibe
Ambodipont;Ampohibe
Sahantaha;Ampohibe
Ankiakantely;Ampohibe
Andongozabe;Ampohibe
Ampatakana;Ampohibe
Tanambao Mahatera;Ampohibe
Ambodibaro;Ampohibe
Anjarina;Ampohibe
Andasibe;Ampohibe
Ankiakahely;Ampohibe
Ambodimadiro;Ampondra
Androhitsy;Ampondralava
Andimaka;Ampondralava
Antanamanjary;Ampondralava
Ampondralava;Ampondralava
Bekolahy;Ampondralava
Andranamby;Amporoforo
Anakona;Amporoforo
Amporoforo;Amporoforo
Marosiky;Amporoforo
Tanambao;Amporoforo
Maiakoho;Amporoforo
Ankazomahitsy;Amporoforo
Amboahangimasy;Amporoforo
Amibasy;Amporoforo
Tsiroboy;Amporoforo
Amporoforo;Amporoforo
Ankadimpary;Amporoforo
Ambodiampaly;Amporoforo
Amboniampanga;Amporoforo
Anjirovato;Amporoforo
Ambanikibo;Anaborano Ifasy
Andranomitilina;Anaborano Ifasy
Marovato;Anaborano Ifasy
Bobantsetry;Anaborano Ifasy
Antsamolaly;Anaborano Ifasy
Antsaba;Anaborano Ifasy
Marodimaka;Anaborano Ifasy
Maroriha;Anaborano Ifasy
Mahatsara Ambony;Anaborano Ifasy
Antsiviranina;Anaborano Ifasy
Betomendry;Anahidrano
Anahidrano;Anahidrano
Ambiahely;Anahidrano
Ambalarano Doroa;Anahidrano
Anjiamangotroka;Anahidrano
Befanivana;Anahidrano
Anjiajia;Anahidrano
Antanambao II;Anahidrano
Ambodimangasoa;Anahidrano
Maromena;Anakao
Anakao Bas;Anakao
Anakao Haut;Anakao
Befasy;Anakao
Soarano;Analaiva
Betsinefo;Analaiva
Belobaka;Analaiva
Andranovoritaretsy;Analaiva
Tsinjorano;Analaiva
Antsaribao;Analaiva
Antevamena;Analaiva
Analaiva;Analaiva
Tsaramandroso;Analaiva
Tanambao Soalala;Analaiva
Ampandra;Analaiva
Ambinda;Analaiva
Ankidafito;Analaiva
Anjahatelo;Analaiva
Laijoby;Analaiva
Ankilimanintsy Bezeky;Analaiva
Marohetay;Analaiva
Sarodrano;Analaiva
Besonjo;Analaiva
Betsipotika;Analaiva
Tsaradokitra;Analalava
Ambarijeby Est;Analalava
Ambalavary;Analalava
Antsatrana;Analalava
Ankaramikely;Analalava
Marotaolana;Analalava
Ovarikely;Analalava
Androiavy;Analalava
Fongony Ambalahonko;Analalava
Befitina Anjialava;Analalava
Central;Analalava
Ampasikely;Analalava
Anovilava;Analalava
Bevoay;Analalava
Nosy Lava;Analalava
Amanda;Analaliry
Marohazo;Analaliry
Ambaho;Analaliry
Vondrony;Analaliry
Analaliry;Analaliry
Sakamana;Analaliry
Ambakirano;Analamaho
Antanambao;Analamaho
Andapa II;Analamaho
Antsahabelaokabe;Analamaho
Antsahabelaokahely;Analamaho
Anjingo;Analamaho
Antsinjorano;Analamaho
Analamaho;Analamaho
Analamary;Analamary
Andoharano;Analamary
Analasoa;Analamary
Mahatomotse;Analamary
Anjamalinike;Analamary
Ankilisana;Analamary
Ankileroa Marolava;Analamary
Antanandava;Analamary
Magnindra;Analamary
Homelatse;Analamary
Ankilimalangy;Analamary
Ankilitelo;Analamary
Ankazomagnitse;Analamary
Marolava;Analamary
Ankilimivory;Analamary
Afondrakady;Analamary
Anafondravoay;Analamary
Sambalahy;Analamary
Ankililaly;Analamisampy
Andaboro;Analamisampy
Betsipotika;Analamisampy
Betsioky Somotse;Analamisampy
Mandatsa;Analamisampy
Ankilimbositra;Analamisampy
Ankilitiahena;Analamisampy
Analodolo;Analamisampy
Belitsaka Nord;Analamisampy
Analamisampy;Analamisampy
Ankaray Nord;Analamisampy
Ankaray Sud;Analamisampy
Ambovomanga;Analamisampy
Anjabetrongo;Analamisampy
Analabo;Analamisampy
Belitsaka Sud;Analamisampy
Ambovotsiritsy;Analamisampy
Ampasikibo;Analamisampy
Ambahija;Analamisampy
Namaboha;Analamisampy
Soahazo;Analamisampy
Analamitsivalana;Analamitsivalana
Anjamahitsy;Analamitsivalana
Andevonomby;Analamitsivalana
Tanandava II;Analamitsivalana
Soaserana;Analamitsivalana
Ambohimiarina;Analampasina
Matsitsirano;Analampasina
Betampo Nord;Analampasina
Androrangavola Sud;Analampasina
Analampasina;Analampasina
Analavory;Analampasina
Ambaro;Analampasina
Ambohimalaza;Analampasina
Manjiriana Sud;Analampasina
Mitriaky;Analapatsy
Marovatobe;Analapatsy
Belay Ambony;Analapatsy
Ambarobe;Analapatsy
Namanona;Analapatsy
Analapatsy I;Analapatsy
Agnapoly;Analapatsy
Mahatsinjo Isifotra;Analavoka
Ankonabe;Analavory
Soaronono;Analavory
Aminaviavy;Analavory
Amboniriana;Analavory
Amparaky;Analavory
Tsarazaza;Analavory
Ngilomby;Analavory
Kianjasoa;Analavory
Andranomavo;Analavory
Amparihy;Analavory
Antanetimboahangy;Analavory
Mandrevo;Analavory
Ankotrabe;Analavory
Ambatomitsangana;Analavory
Ambohibary;Analavory
Analavory;Analavory
Antsambalahimaro;Analila
Antanamarina;Analila
Antilongo;Analila
Ankodohodo I;Analila
Analila;Analila
Ambodimandresy;Analila
Ambalamotraka;Analila
Bekofafa;Analila
Ankodohodo II;Analila
Nandrotona;Anandravy
Salalangy;Anandravy
Matsinamalona;Anandravy
Ifoitry;Anandravy
Anena;Anandrivola
Maintimbato;Anandrivola
Ankoba;Anandrivola
Anandrivola;Anandrivola
Antsoraka;Anandrivola
Fananehana;Anandrivola
Antsirabe Anena;Anandrivola
Tanambao Ranolalina;Anandrivola
Belinta;Andabotoka
Andrafiabe;Andabotoka
Mangabe;Andabotoka
Ampasimena;Andabotoka
Miarinarivo;Andabotoka
Antsakoalamoty;Andabotoka
Miandritsara;Andabotoka
Ambalamanga;Andabotoka
Kimazimazy;Andabotoka
Mandrosoa;Andabotoka
Ankara;Andabotoka
Mahavelo Bebozaka;Andabotoka
Moratsiazo;Andaingo
Moratelo;Andaingo
Ambohimena;Andaingo
Antanimafy;Andaingo
Ambodiampalibe;Andaingo
Ambodirano;Andaingo
Ampasika;Andaingo
Andaingo I;Andaingo
Andaingo II;Andaingo
Mandrota;Andaingo
Bembary;Andaingo
Andranomadio;Andaingo
Andakana;Andakana
Andemaka II;Andakana
Mahasoa IIi;Andakana
Iabomary;Andakana
Mahatsara II;Andakana
Ambalakazaha;Andakana
Ambohibary;Andakatany
Ambohimirary;Andakatany
Analavory;Andakatany
Ambatofangehana;Andakatany
Koroma Toby;Andalatanosy
Vohibanemba;Andalatanosy
Ambatofotsy;Andalatanosy
Andalakaolo;Andalatanosy
Manolodroa;Andalatanosy
Ambatobendretsiomby;Andalatanosy
Ambatomasy;Andalatanosy
Edasotse;Andalatanosy
Modoioke;Andalatanosy
Antaly;Andalatanosy
Bekopiky;Andalatanosy
Andrambarotse;Andalatanosy
Vohitrarivo;Andalatanosy
Manalihara;Andalatanosy
Anjapito;Andalatanosy
Vohitraomby;Andalatanosy
Andalatanosy Atsimo;Andalatanosy
Ankondria;Andalatanosy
Andalatanosy Avaratra;Andalatanosy
Bekapitsa;Andalatanosy
Behena;Andalatanosy
Marofany;Andalatanosy
Analamahery;Andalatanosy
Vohimpandrany Est;Andalatanosy
Ambondrombe;Andalatanosy
Andranolaliky;Andalatanosy
Androvasoa;Andalatanosy
Andrambita;Andalatanosy
Belindo Bas;Andalatanosy
Ambaliandro;Andalatanosy
Ambararata Goudron;Andamasiny Vineta
Ambahatsy II;Andamasiny Vineta
Andravindahy II;Andamasiny Vineta
Bevato Sakoamaro;Andamasiny Vineta
Behena;Andamasiny Vineta
Andamasiny Vineta;Andamasiny Vineta
Vatovanda Zafimagnana-Draza;Andamasiny Vineta
Sahamirary;Andapafito
Ambodiamontana;Andapafito
Iampirano;Andapafito
Antara;Andapafito
Amberomanitra;Andapafito
Andratambe;Andapafito
Andapafito;Andapafito
Bevovonana;Andapafito
Sahafiana;Andapafito
Sihanabe;Andapafito
Andranopoza;Andapafito
Ambatobe I;Andapafito
Ambatobe II;Andapafito
Marolambo;Andapafito
Ambodinanto;Andapafito
Andara;Andara
Ankaranambo;Andara
Andranohambana II;Andara
Maintimbato;Andara
Sahasindra;Andara
Ampasimbola;Andara
Falierana;Andasibe
Menalamba;Andasibe
Andasifahatelo;Andasibe
Ampangalantsary;Andasibe
Morafeno;Andasibe
Andasibe;Andasibe
Ambatoharanana Mandiamanga;Andasibe
Andasibe;Andasibe
Vohibinany;Andasibe
Ambodisatrana II;Andasibe
Ampatsy;Andasibe
Anjahamarina;Andasibe
Menavavakely;Andasibe
Ambanjabe Sud;Andasibe
Mahatsinjo Sud;Andasibe
Andasibe;Andasibe
Maromitety;Andekaleka
Ambalatenina;Andekaleka
Ampirarazana;Andekaleka
Ambinanindrano;Andekaleka
Andekaleka;Andekaleka
Mahanoro;Andemaka
Tenimasy;Andemaka
Vohitromby;Andemaka
Todia;Andemaka
Mahazoarivo;Andemaka
Marohanka I;Andemaka
Marohanka II;Andemaka
Andemaka;Andemaka
Ampamoho;Andilamena
Amparatsiraka;Andilamena
Antsirabe;Andilamena
Ambatobe;Andilamena
Andilamena II;Andilamena
Ampamohokely;Andilamena
Tsarahonenana;Andilamena
Andilamena I;Andilamena
Antanambao;Andilamena
Maromandia;Andilamena
Sahavolo;Andilamena
Antsiradava;Andilamena
Behorefo;Andilamena
Andilamena IIi;Andilamena
Fihaonana;Anosibe An'ala
Ambodimanga;Anosibe An'ala
Ambohitsara;Anosibe An'ala
Fenoarivo;Anosibe An'ala
Ambodimerana;Anosibe An'ala
Andranomaria;Anosibe An'ala
Ampasimadinika I;Anosibe An'ala
Anjafindreninato;Anosibe An'ala
Ampasimazava Andobo;Anosibe An'ala
Andranambolava I;Anosibe An'ala
Tsaratampona;Anosibe An'ala
Fiadanana;Anosibe An'ala
Maromby;Anosibe An'ala
Vohibola;Anosibe An'ala
Ankoraka;Anosibe An'ala
Andranotapaka;Anosibe An'ala
Ambodivona;Anosibe An'ala
Analamazava;Anosibe An'ala
Faravohitra;Anosibe An'ala
Mahela;Anosibe An'ala
Anosibekely;Anosibe An'ala
Anosibe An'ala;Anosibe An'ala
Ampokonato;Anosibe Ifanja
Ambatolampy;Anosibe Ifanja
Ampahimanga;Anosibe Ifanja
Anosibe Centre;Anosibe Ifanja
Ambatomenarana;Anosibe Ifanja
Ampihiaka;Anosimena
Ambodirafia;Anosimparihy
Andoharokana;Anosimparihy
Ambatoharanana;Anosimparihy
Tsarafidy;Anosimparihy
Vohibiavy;Anosimparihy
Befotaka;Anosimparihy
Nihaonana;Anosimparihy
Ambodiamba;Anosimparihy
Ambalamainty;Anosimparihy
Iaborano;Anosimparihy
Bac Namorona;Anosimparihy
Ampotsimavo;Anosimparihy
Maromanitra;Anosimparihy
Anosimparihy;Anosimparihy
Ambalabongo;Anosinalainolona
Ambohimena;Anosinalainolona
Morafeno;Anosinalainolona
Anosinalainolona;Anosinalainolona
Anosimandrava;Anosinalainolona
Madiromibata;Anosinalainolona
Anjobajoba;Anosinalainolona
Tanambao;Anosinalainolona
Marolambo Andohanosy;Anosinalainolona
Ambatobevomanga;Anosinalainolona
Anapoaka;Anosivelo
Enifapa;Anosivelo
Vohilava;Anosivelo
Ranolava;Anosivelo
Volotara;Anosivelo
Tombatafika;Anosivelo
Anakatrika;Anosivelo
Mandatsa;Anosivelo
Manamboatra Avaratra;Anosivelo
Ambalavotaky;Anosivelo
Lokandambo;Anosivelo
Marolava;Anosivelo
Antokontanitsara;Anosizato Andrefana
Ampefiloha;Anosizato Andrefana
Antananambony;Anosizato Andrefana
Ambanimaso;Anosizato Andrefana
Antandrokomby;Anosizato Andrefana
Ambodivona;Anosizato Andrefana
Morafeno Ouest;Anosy
Ambatomainty;Anosy
Fiadanana;Anosy
Androtra;Anosy
Amboara;Anosy
Anosy;Anosy
Ampamantanantsoa;Anosy
Antavia;Anosy Tsararafa
Loharano;Anosy Tsararafa
Ivazako;Anosy Tsararafa
Anosikely;Anosy Tsararafa
Ivohitra;Anosy Tsararafa
Enivoay;Anosy Tsararafa
Tsararafa;Anosy Tsararafa
Anosy;Anosy Tsararafa
Andranolava;Anosy Tsararafa
Sahafoza;Anosy Tsararafa
Berokavato;Anoviara
Antsahavoara;Anoviara
Ambalakafe;Anoviara
Antanandava;Anoviara
Anoviara;Anoviara
Ambalambato;Anoviara
Maroambihy;Anoviara
Ambohimitsinjo;Anoviara
Ambodivohitra;Anoviara
Ambohitsara;Anoviara
Andembilemisy;Anoviara
Anjiamanoro;Antafiambotry
Andemby;Antafiambotry
Ampasikely;Antafiambotry
Ampasindava;Antafiambotry
Ampasimbary;Antafiambotry
Mahabo;Antafiambotry
Antafiambotry;Antafiambotry
Andavakitsikitsika;Antakasina
Ambololondrano;Antakasina
Ambatomainty;Antakasina
Ankazomena;Antakasina
Antakasina;Antakasina
Andravoravo;Antakasina
Ambatoharanana;Antakavana
Antakavana;Antakavana
Anosikely Nord;Antakavana
Marofototra;Antakotako
Ampanobe;Antakotako
Ankadibe;Antakotako
Takoly;Antakotako
Ampoafamboay;Antakotako
Sahavary;Antakotako
Ambondrona;Antalaha Ambonivohitra
Ambatomitraka;Antalaha Ambonivohitra
Antsirandambo;Antalaha Ambonivohitra
Antsahamanenona;Antalaha Ambonivohitra
Ambohitsara;Antalaha Ambonivohitra
Anjiamangotroka;Antalaha Ambonivohitra
Ambodikakazo;Antalaha Ambonivohitra
Ambatoratsy;Antalaha Ambonivohitra
Ankoalabe;Antalaha Ambonivohitra
Tanambao;Antalaha Ambonivohitra
Antsonasona;Antalaha Ambonivohitra
Anteviala;Antalaha Ambonivohitra
Ambatofisaka;Antalaha Ambonivohitra
Tanambaon'ampano;Antalaha Ambonivohitra
Ambodibonara;Antalaha Ambonivohitra
Maherifody;Antalaha Ambonivohitra
Antaly;Antaly
Bedeboke;Antaly
Ambatomainty;Antaly
Belamoty;Antaly
Bevaro;Antaly
Beteny;Antaly
Beavake;Antaly
Beara Boko;Antaly
Beara;Antaly
Marovahatse;Antaly
Tanamaeva;Antaly
Pinjo II;Antaly
Pinjo I;Antaly
Vohibe;Antaly
Bevato II;Antaly
Bevato I;Antaly
Antambohobe;Antambohobe
Vohimary II;Antambohobe
Mahatsinjoroa;Antambohobe
Vohitrarivo;Antambohobe
Kotipa;Antambohobe
Ivolo;Antambohobe
Lapay;Antambohobe
Befondrano;Antambohobe
Iatongo;Antambohobe
Fierenana;Antambohobe
Antanambao;Antambohobe
Antanifisaka;Antambolo
Ambohibao;Antambolo
Antambolo;Antambolo
Ambohimanana;Antambolo
Ambohiboanjo;Antambolo
Andriambe;Antanamalaza
Andrangy Nord;Antanamalaza
Sud Andrangy;Antanamalaza
Antanamalaza;Antanamalaza
Androhifataka;Antanamalaza
Ambohimasina Bas;Antanamalaza
Mahazina Fanantenana;Antanamalaza
Indroamita;Antanambao
Ambalarano;Antanambao
Soamiakatra;Antanambao
Iharandramosa;Antanambao
Mahatsinjo;Antanambao
Fenoarivo II;Antanambao
Tsarasaotra;Antanambao
Merimandroso;Antanambao
Soanierana;Antanambao
Ambohimandroso;Antanambao
Ambatomanga;Antanambao
Menatratra;Antanambao
Soanakambana;Antanambao
Ambatobe Fisahanana;Antanambao
Soamiampita;Antanambao
Soavimbahoaka;Antanambao
Antevamena;Antanambao Ambary
Tsaramody;Antanambao Ambary
Ambatotsipihina;Antanambao Ambary
Antsahavory;Antanambao Ambary
Antsapanimahazo;Antanambao Ambary
Tsarafaritra;Antanambao Ambary
Bemasoandro;Antanambao Ambary
Antanambao Ambary;Antanambao Ambary
Analanabe;Antanambao Andranolava
Berivotra;Antanambao Andranolava
Mangapaika;Antanambao Andranolava
Ambodivavandrika;Antananivo Haut
Manirenjavao;Antananivo Haut
Ambodimadiro;Antananivo Haut
Ambatomanga;Antandrokomby
Ampitamalandy;Antandrokomby
Sahasomangana;Antandrokomby
Andrangaranga;Antandrokomby
Ambohimadera;Antandrokomby
Morafeno II;Antandrokomby
Sahampasina;Antandrokomby
Androrangavola;Antandrokomby
Sahataolana;Antandrokomby
Maromitety;Antandrokomby
Andranomahitsy;Antandrokomby
Sandranora;Antandrokomby
Antandrokomby;Antandrokomby
Ambatomiankina Nord;Antanifotsy
Ambodiriana Atsinanana;Antanifotsy
Andohafarihy;Antanifotsy
Antanety I;Antanifotsy
Andohavary II;Antanifotsy
Ambatoboka;Antanifotsy
Saonjorano;Antanifotsy
Bepaiso;Antanifotsy
Antanetilava;Antanifotsy
Sahavato Centre;Antanifotsy
Antanifotsy;Antanifotsy
Antobiniaro;Antanifotsy
Ambilona I;Antanifotsy
Mananetivohitra;Antanifotsy
Mahatsinjo Centre;Antanifotsy
Antanety;Antanifotsy
Morafeno Scama;Antsoha
Mahatsinjo;Antsoha
Antsoha;Antsoha
Mahavanona;Antsoha
Ampandramamaha;Antsoha
Tanambao;Antsoha
Andranoboaky Est;Antsoha
Matsinjorea;Antsoha
Benonoky;Antsoha
Morafeno;Antsoha
Ankorokily;Antsoha
Bekily I;Antsoha
Bekilikely;Antsoha
Ankarena;Antsoha
Lavaheloka;Antsoha
Antsoha;Antsoha
Bebozaka;Antsoha
Andranohorefo;Antsoha
Agnadabo;Beharona
Beharona;Beharona
Sorita;Beharona
Betsioky;Beharona
Troboambola;Beharona
Malandira Sud;Beharona
Dindoha;Beharona
Somenda;Beharona
Vatolampy;Beharona
Ianadranto;Beharona
Tsaratananakely;Behazomaty
Behazomaty;Behazomaty
Ambalasatrana;Behazomaty
Tsiazonaloka;Behazomaty
Efoetse;Beheloka
Ankilimivony;Beheloka
Ambahivahy;Beheloka
Vatolalake;Beheloka
Andriambato;Antanambao Andranolava
Antanambao Andranolava;Antanambao Andranolava
Betaolo;Antanambao Andranolava
Antsakoafaly;Antanambao Andranolava
Marobanty;Antanambao Andranolava
Antanambao Mahatsara;Antanambao Mahatsara
Sahamoranandro I;Antanambao Mahatsara
Ambinaninony;Antanambao Mahatsara
Androranga;Antanambao Mahatsara
Ambohipeno;Antanambao Mahatsara
Ampitakivolo;Antanambao Mahatsara
Andovomena;Antanambao Manampontsy
Betoko I;Antanambao Manampontsy
Sahanandronana;Antanambao Manampontsy
Ampasimena;Antanambao Manampontsy
Ambodivandrika;Antanambao Manampontsy
Antanambao Manampontsy;Antanambao Manampontsy
Ampasinambo;Antanambao Manampontsy
Ampasimadinika;Antanambao Manampontsy
Antanetilava;Antanambaobe
Makadabo;Antanambaobe
Andilambe;Antanambaobe
Maromandia;Antanambaobe
Antsiraka;Antanambaobe
Ambodisatrana I;Antanambaobe
Bandabe;Antanambaobe
Antanambaohely;Antanambaobe
Ambodiravina;Antanambaobe
Antanambaobe;Antanambaobe
Vohimanja;Antanambaobe
Vohipatakana;Antanambaobe
Antanambao;Antanambao
Mahadonaka;Antanambao
Androrangavola;Antanambao
Ambodiriana;Antanambao
Mahatsara I;Antanambao
Ankerana;Antanambao
Antanjonomby;Antanambao
Antanambaon'amberina;Antanambaon'amberina
Ambodivoangibe;Antanambaon'amberina
Ambohimahavelona;Antanambaon'amberina
Ambatambaky;Antanambaon'amberina
Antambotsona;Antanambaon'amberina
Ambodivato;Antanambaon'amberina
Sahakondro;Antanambaon'amberina
Antsahamaloto;Antanambaon'amberina
Vodiriana;Antanambe
Menatany;Antanambe
Marotoko;Antanambe
Sahasoa;Antanambe
Ambodimanga;Antanambe
Ampasina;Antanambe
Vahibe;Antanambe
Antanambe;Antanambe
Mandrisy;Antanambe
Sarahandrano;Antanambe
Antevialabe;Antanambe
Ambatorao;Antanambe
Andranombazaha;Antanambe
Mandemoka;Antanambe
Ambavala;Antanambe
Vohitrampongy;Antanambe
Antanambao Mandrisy;Antanambe
Manambato;Antanambe
Antanetilava;Antanambe
Ambohimitsinjo;Antanambe
Malotrandro;Antanambe
Anove Nord;Antanambe
Tsaratanana;Antanambe
Ambodihazovola;Antanambe
Antanamitarana;Antanamitarana
Antafiamalama;Antanamitarana
Amboromaneno;Antananabo
Anambotaky;Antananabo
Analabo;Antananabo
Antananabo;Antananabo
Saharevo;Antananabo
Antananambo;Antananambo
Marofinaritra;Antananambo
Tsaratananan'ambolobe;Antananambo
Analamazava;Antananambo
Ambolobe;Antananambo
Antohotokana;Antananambo
Antetezanintsina;Antananambo
Antanantsara;Antananambo
Nosibe;Antananambo
Virembina;Antananambo
Antsahamanara;Antananambo
Ambodihintsina;Antananambo
Tsaratanana;Antananambo
Ambodigavo;Antananambo
Tanambao Manaribasy;Antananambo
Inara;Antanananivo
Vohibe;Antanananivo
Antanamirantina;Antanananivo
Andratamarina;Antanananivo
Antanananivo;Antanananivo
Ambohitsara;Antanananivo
Antenina;Antanananivo
Ambolomborona;Antanandava
Ambodinivongo;Antanandava
Ambodiakondro;Antanandava
Ampasimpotsy;Antanandava
Andobotelo;Antanandava
Tsarafangitra;Antanandava
Andakakely;Antanandava
Antanambao;Antanandava
Antanandava;Antanandava
Sahalemaka;Antanandava
Maroandriana;Antanandava
Morarano;Antanandava
Antsiradrano;Antanandava
Ambodibonara I;Antanandava
Andilatomendry;Antanandava
Andilamavo;Antanandava
Antsahanibakoko;Antanandava
Antanandehibe;Antanandehibe
Beanana;Antanandehibe
Siranana Analatsara;Antanandehibe
Vohitromby;Antanandehibe
Tsaravinany;Antanandehibe
Amboatrotroka;Antanandehibe
Ampitabe I;Antanandehibe
Tsaratampona;Antanandehibe
Ambinanindrano Sandrakota;Antananivo Haut
Antanambao Sandrakota;Antananivo Haut
Antananivo Haut;Antananivo Haut
Antolongo;Antananivo Haut
Ankoraka I;Antandrokomby
Belay;Antandrokomby
Ankorabe;Antandrokomby
Merikanjaka;Antanetibe
Antanety;Antanetibe
Miantso;Antanetibe
Bearambola;Antanetibe
Ambanimaso;Antanetibe
Antanetibe;Antanetibe
Ambatombositra;Antanetibe
Mahazaza;Antanetibe
Ambohidranomanga;Antanetibe
Ambohitraivo;Antanetibe
Ambohijavona;Antanetibe
Andranovelona;Antanetibe
Ambatoasana;Antanetibe
Mahatsinjo;Antanetibe
Merinavaratra;Antanetibe
Andranomadio;Antanetibe
Ambohibarikely;Antanetibe
Antanetibe;Antanetibe
Ambohimasina;Antanetibe
Soavimbahoaka;Antanetibe
Ambohimizana;Antanetibe
Ambohimarina;Antanetibe
Morafeno;Antanetibe
Tsinjovary Atsinanana;Antanetibe
Antanetibe;Antanetibe
Ambatomitsangana Soanavela;Antanetibe
Ambohimasina;Antanetibe
Anjoma Fanamiana;Antanetikely
Ampanaosoa;Antanetikely
Amboasary;Antanetikely
Ampanataovana;Antanetikely
Manjaka;Antanetikely
Andranofotsy;Antanetikely
Ampany;Antanetikely
Antakiaka;Antanetikely
Andrianana;Antanimandry
Morafeno;Antanimasaka
Antsakoamanera;Antanimasaka
Ampijoroa;Antanimasaka
Antanimasaka;Antanimasaka
Maroala;Antanimasaka
Ankitsika;Beanana
Morarano;Beanana
Ambalavary;Beanana
Tanambao;Beanana
Beanana;Beanana
Antindra;Antindra
Matahodafa;Antindra
Analampary;Antindra
Andranaly;Antindra
Andranomena;Antindra
Antanambao I;Antindra
Ambatoharanana;Antindra
Antsirabe;Antindra
Ambohibary;Antoby Est
Ankafotra;Antoby Est
Manjaka Est;Antoby Est
Fihaonana;Antoby Est
Antondabe;Antondabe
Masombola;Antondabe
Ankilifolo;Antongo Vaovao
Ambohibe;Antongo Vaovao
Kondy;Antongo Vaovao
Ambatobe;Antsahalalina
Ambohidava Sud;Antsahalalina
Ambatomasina;Antsahalalina
Alatsinainy Ankitsikitsika;Antsahalava
Amorona;Antsahalava
Ampombolava;Antsahanoro
Antsorolava;Antsahanoro
Antsahanoro;Antsahanoro
Antsahaniatina;Antsahanoro
Ampohafana;Antsahanoro
Ambohimarina II;Antsahanoro
Antaboaka;Antanetikely
Lohanosy;Antanetikely
Antanetikely;Antanetikely
Ambohitsitakatra;Antanetikely
Ampefiloha;Antanetikely
Antaniditra;Antaniditra
Ambilombe;Antaniditra
Mahatsara;Antaniditra
Andrangazaha;Antanifotsy
Ampasimazava;Antanifotsy
Antanetilava II;Antanifotsy
Manjato;Antanifotsy
Antsiraka;Antanifotsy
Antanifotsy;Antanifotsy
Mahatsara;Antanifotsy
Antsahamaina;Antanifotsy
Tsaratanana;Antanifotsy
Sarodroa;Antanifotsy
Masimpieferana;Antanifotsy
Anosilehibe;Antanifotsy
Ankazondrano;Antanifotsy
Antanikatsaka;Antanifotsy
Morarano Iv;Antanifotsy
Morarano Ouest;Antanifotsy
Ambatovaventy Ouest;Antanifotsy
Ambatovaventy Est;Antanifotsy
Anosimboahangy;Antanifotsy
Ianaborona;Antanifotsy
Ankararana;Antanifotsy
Tokotanitsara;Antanifotsy
Ambohimanatrika;Antanifotsy
Ambatoharanana;Antanifotsy
Tsarafara;Antanifotsy
Andrefaniala;Antanifotsy
Ambohijanaka;Antanifotsy
Bemasoandro;Antanifotsy
Antemotra;Antanifotsy
Amboniandrefana;Antanifotsy
Ambatolampy;Antanifotsy
Andranomalaza;Antanifotsy
Antsevakely;Antanifotsy
Sahavato Haut;Antanifotsy
Morarano Ambatobe;Antanifotsy
Sahavato Ouest;Antanifotsy
Fierenana;Antanifotsy
Antanety Nord;Antanifotsy
Soamanandrariny;Antanifotsy
Ambatomaintikely;Antanifotsy
Morarano IIi;Antanifotsy
Andohariana;Antanifotsy
Ambalavao;Antanifotsy
Mahalavolona;Antanifotsy
Anondrilahy;Antanifotsy
Angavo Est;Antanifotsy
Andriatsilahy;Antanifotsy
Antanambao;Antanifotsy
Antsahondra Est;Antanifotsy
Mananitra;Antanifotsy
Masinandraina;Antanimandry
Masiniloharano;Antanimandry
Avaradrano;Antanimandry
Ampahadiminy;Antanimandry
Antanimandry;Antanimandry
Ambohidrano;Antanimandry
